bill_no;line_no;item_code;quantity;rate;type;txn_time
S09/20240521/00001;1;P103629;2;57.95;SALE;21-05-2024 23:15:46
S09/20240521/00001;2;P103029;2;11.28;SALE;21-05-2024 23:15:46
S09/20240521/00001;3;P101796;2;990.67;SALE;21-05-2024 23:15:46
S09/20240521/00001;4;P102074;1;415.90;SALE;21-05-2024 23:15:46
S09/20240521/00001;5;P106221;1;31.65;SALE;21-05-2024 23:15:46
S09/20240521/00001;6;P100810;1;200.65;SALE;21-05-2024 23:15:46
S09/20240521/00001;7;TAX;1;160.51;TAX;21-05-2024 23:15:46
S09/20240521/00001;8;TENDER;1;2928.51;TENDER;21-05-2024 23:15:46
S09/20240521/00002;1;P107933;1;1175.95;SALE;21-05-2024 15:29:16
S09/20240521/00002;2;P106955;3;204.37;SALE;21-05-2024 15:29:16
S09/20240521/00002;3;P107337;2;365.85;SALE;21-05-2024 15:29:16
S09/20240521/00002;4;P107639;4;128.49;SALE;21-05-2024 15:29:16
S09/20240521/00002;5;P104965;3;88.45;SALE;21-05-2024 15:29:16
S09/20240521/00002;6;P103777;2;44.82;SALE;21-05-2024 15:29:16
S09/20240521/00002;7;P104032;1;568.95;SALE;21-05-2024 15:29:16
S09/20240521/00002;8;P101585;1;11.51;SALE;21-05-2024 15:29:16
S09/20240521/00002;9;TAX;1;392.26;TAX;21-05-2024 15:29:16
S09/20240521/00002;10;TENDER;1;4362.43;TENDER;21-05-2024 15:29:16
S09/20240521/00003;1;P106415;2;911.99;SALE;21-05-2024 12:44:51
S09/20240521/00003;2;P102286;2;238.95;SALE;21-05-2024 12:44:51
S09/20240521/00003;3;P108262;1;601.82;SALE;21-05-2024 12:44:51
S09/20240521/00003;4;P101321;1;24.76;SALE;21-05-2024 12:44:51
S09/20240521/00003;5;P103950;3;1302.82;SALE;21-05-2024 12:44:51
S09/20240521/00003;6;P105713;2;327.34;SALE;21-05-2024 12:44:51
S09/20240521/00003;7;P100827;1;1218.17;SALE;21-05-2024 12:44:51
S09/20240521/00003;8;P104139;1;202.92;SALE;21-05-2024 12:44:51
S09/20240521/00003;9;P102755;3;68.95;SALE;21-05-2024 12:44:51
S09/20240521/00003;10;TAX;1;656.18;TAX;21-05-2024 12:44:51
S09/20240521/00003;11;TENDER;1;9775.72;TENDER;21-05-2024 12:44:51
S09/20240521/00004;1;P100855;1;345.07;SALE;21-05-2024 16:11:56
S09/20240521/00004;2;DISC;1;-17.17;DISCOUNT;21-05-2024 16:11:56
S09/20240521/00004;3;TAX;1;59.02;TAX;21-05-2024 16:11:56
S09/20240521/00004;4;TENDER;1;386.92;TENDER;21-05-2024 16:11:56
S09/20240521/00005;1;P105747;1;287.56;SALE;21-05-2024 16:21:06
S09/20240521/00005;2;P101702;1;491.39;SALE;21-05-2024 16:21:06
S09/20240521/00005;3;P105656;2;438.95;SALE;21-05-2024 16:21:06
S09/20240521/00005;4;P108216;2;69.70;SALE;21-05-2024 16:21:06
S09/20240521/00005;5;P102236;3;928.51;SALE;21-05-2024 16:21:06
S09/20240521/00005;6;P101134;1;1071.76;SALE;21-05-2024 16:21:06
S09/20240521/00005;7;TAX;1;286.46;TAX;21-05-2024 16:21:06
S09/20240521/00005;8;TENDER;1;5940.00;TENDER;21-05-2024 16:21:06
S09/20240521/00006;1;P105176;1;509.66;SALE;21-05-2024 14:22:46
S09/20240521/00006;2;P104372;2;105.38;SALE;21-05-2024 14:22:46
S09/20240521/00006;3;P107100;2;171.95;SALE;21-05-2024 14:22:46
S09/20240521/00006;4;P105209;2;399.92;SALE;21-05-2024 14:22:46
S09/20240521/00006;5;P107740;1;1366.88;SALE;21-05-2024 14:22:46
S09/20240521/00006;6;P105765;3;439.90;SALE;21-05-2024 14:22:46
S09/20240521/00006;7;P106344;1;817.92;SALE;21-05-2024 14:22:46
S09/20240521/00006;8;P100946;2;75.81;SALE;21-05-2024 14:22:46
S09/20240521/00006;9;P106563;4;426.95;SALE;21-05-2024 14:22:46
S09/20240521/00006;10;TAX;1;921.32;TAX;21-05-2024 14:22:46
S09/20240521/00006;11;TENDER;1;8149.40;TENDER;21-05-2024 14:22:46
S09/20240521/00007;1;P107863;1;489.79;SALE;21-05-2024 13:03:45
S09/20240521/00007;2;P106158;3;564.54;SALE;21-05-2024 13:03:45
S09/20240521/00007;3;P105136;2;158.61;SALE;21-05-2024 13:03:45
S09/20240521/00007;4;P106720;3;116.18;SALE;21-05-2024 13:03:45
S09/20240521/00007;5;P100767;2;269.95;SALE;21-05-2024 13:03:45
S09/20240521/00007;6;P105365;3;393.76;SALE;21-05-2024 13:03:45
S09/20240521/00007;7;TAX;1;442.12;TAX;21-05-2024 13:03:45
S09/20240521/00007;8;TENDER;1;5012.47;TENDER;21-05-2024 13:03:45
S09/20240521/00008;1;P106830;1;103.94;SALE;21-05-2024 15:09:32
S09/20240521/00008;2;P103806;1;305.95;SALE;21-05-2024 15:09:32
S09/20240521/00008;3;P100933;1;257.95;SALE;21-05-2024 15:09:32
S09/20240521/00008;4;TAX;1;65.14;TAX;21-05-2024 15:09:32
S09/20240521/00008;5;TENDER;1;732.98;TENDER;21-05-2024 15:09:32
S09/20240521/00009;1;P105252;3;10.57;SALE;21-05-2024 18:20:59
S09/20240521/00009;2;P102409;1;383.71;SALE;21-05-2024 18:20:59
S09/20240521/00009;3;P100339;4;299.99;SALE;21-05-2024 18:20:59
S09/20240521/00009;4;P104956;4;133.95;SALE;21-05-2024 18:20:59
S09/20240521/00009;5;TAX;1;337.33;TAX;21-05-2024 18:20:59
S09/20240521/00009;6;TENDER;1;2488.51;TENDER;21-05-2024 18:20:59
S09/20240521/00010;1;P100967;2;1052.07;SALE;21-05-2024 15:50:44
S09/20240521/00010;2;P103484;2;109.59;SALE;21-05-2024 15:50:44
S09/20240521/00010;3;P103978;1;347.08;SALE;21-05-2024 15:50:44
S09/20240521/00010;4;P103958;2;30.95;SALE;21-05-2024 15:50:44
S09/20240521/00010;5;P105677;1;89.95;SALE;21-05-2024 15:50:44
S09/20240521/00010;6;DISC;1;-269.83;DISCOUNT;21-05-2024 15:50:44
S09/20240521/00010;7;TAX;1;304.45;TAX;21-05-2024 15:50:44
S09/20240521/00010;8;TENDER;1;2856.87;TENDER;21-05-2024 15:50:44
S09/20240521/00011;1;P102067;2;181.50;SALE;21-05-2024 13:12:17
S09/20240521/00011;2;P103654;3;460.36;SALE;21-05-2024 13:12:17
S09/20240521/00011;3;TAX;1;87.20;TAX;21-05-2024 13:12:17
S09/20240521/00011;4;TENDER;1;1831.28;TENDER;21-05-2024 13:12:17
S09/20240521/00012;1;P103668;3;1530.18;SALE;21-05-2024 12:26:48
S09/20240521/00012;2;P103496;2;70.71;SALE;21-05-2024 12:26:48
S09/20240521/00012;3;P107581;4;243.81;SALE;21-05-2024 12:26:48
S09/20240521/00012;4;P100469;2;49.80;SALE;21-05-2024 12:26:48
S09/20240521/00012;5;P102502;2;366.79;SALE;21-05-2024 12:26:48
S09/20240521/00012;6;P105845;1;102.36;SALE;21-05-2024 12:26:48
S09/20240521/00012;7;DISC;1;-688.19;DISCOUNT;21-05-2024 12:26:48
S09/20240521/00012;8;TAX;1;472.82;TAX;21-05-2024 12:26:48
S09/20240521/00012;9;TENDER;1;6427.37;TENDER;21-05-2024 12:26:48
S09/20240521/00013;1;P105757;3;248.44;SALE;21-05-2024 19:18:43
S09/20240521/00013;2;P100784;7;205.79;SALE;21-05-2024 19:18:43
S09/20240521/00013;3;P102779;1;25.62;SALE;21-05-2024 19:18:43
S09/20240521/00013;4;P106989;2;24.76;SALE;21-05-2024 19:18:43
S09/20240521/00013;5;TAX;1;308.55;TAX;21-05-2024 19:18:43
S09/20240521/00013;6;TENDER;1;2569.54;TENDER;21-05-2024 19:18:43
S09/20240521/00014;1;P107589;2;266.18;SALE;21-05-2024 21:04:02
S09/20240521/00014;2;P102993;3;313.38;SALE;21-05-2024 21:04:02
S09/20240521/00014;3;P104320;2;128.95;SALE;21-05-2024 21:04:02
S09/20240521/00014;4;P104378;3;95.33;SALE;21-05-2024 21:04:02
S09/20240521/00014;5;P100904;2;68.79;SALE;21-05-2024 21:04:02
S09/20240521/00014;6;P107890;4;133.07;SALE;21-05-2024 21:04:02
