ts,bill_no,line_no,line_type,product_code,unit_price,qty
1731775736,S11/20241116/00001,1,SALE,P103680,210.26,3
1731775736,S11/20241116/00001,2,SALE,P107581,287.09,1
1731775736,S11/20241116/00001,3,SALE,P108050,1166.49,2
1731775736,S11/20241116/00001,4,DISCOUNT,DISC,-270.56,1
1731775736,S11/20241116/00001,5,TAX,TAX,138.52,1
1731775736,S11/20241116/00001,6,TENDER,TENDER,3118.81,1
1731772749,S11/20241116/00002,1,SALE,P101660,193.14,2
1731772749,S11/20241116/00002,2,SALE,P103484,109.59,1
1731772749,S11/20241116/00002,3,SALE,P103348,485.60,1
1731772749,S11/20241116/00002,4,TAX,TAX,63.32,1
1731772749,S11/20241116/00002,5,TENDER,TENDER,1044.79,1
1731776864,S11/20241116/00003,1,SALE,P102436,243.03,2
1731776864,S11/20241116/00003,2,SALE,P100224,79.22,1
1731776864,S11/20241116/00003,3,SALE,P103584,402.02,3
1731776864,S11/20241116/00003,4,SALE,P107385,811.35,3
1731776864,S11/20241116/00003,5,SALE,P101796,990.67,1
1731776864,S11/20241116/00003,6,SALE,P103785,606.71,2
1731776864,S11/20241116/00003,7,TAX,TAX,625.39,1
1731776864,S11/20241116/00003,8,TENDER,TENDER,7034.87,1
1731789171,S11/20241116/00004,1,SALE,P101134,1071.76,1
1731789171,S11/20241116/00004,2,SALE,P102998,158.64,3
1731789171,S11/20241116/00004,3,SALE,P107056,341.76,4
1731789171,S11/20241116/00004,4,SALE,P107346,449.29,1
1731789171,S11/20241116/00004,5,SALE,P106399,198.14,1
1731789171,S11/20241116/00004,6,TAX,TAX,364.10,1
1731789171,S11/20241116/00004,7,TENDER,TENDER,3926.25,1
1731776297,S11/20241116/00005,1,SALE,P106648,339.01,1
1731776297,S11/20241116/00005,2,SALE,P102129,241.90,1
1731776297,S11/20241116/00005,3,SALE,P104774,81.81,3
1731776297,S11/20241116/00005,4,SALE,P102000,82.98,2
1731776297,S11/20241116/00005,5,DISCOUNT,DISC,-93.45,1
1731776297,S11/20241116/00005,6,TAX,TAX,64.49,1
1731776297,S11/20241116/00005,7,TENDER,TENDER,963.34,1
1731761791,S11/20241116/00006,1,SALE,P103197,339.40,3
1731761791,S11/20241116/00006,2,SALE,P105713,345.36,2
1731761791,S11/20241116/00006,3,SALE,P106367,650.25,2
1731761791,S11/20241116/00006,4,TAX,TAX,221.75,1
1731761791,S11/20241116/00006,5,TENDER,TENDER,3231.17,1
1731793298,S11/20241116/00007,1,SALE,P100499,258.12,2
1731793298,S11/20241116/00007,2,SALE,P105937,259.08,1
1731793298,S11/20241116/00007,3,SALE,P101825,183.68,2
1731793298,S11/20241116/00007,4,DISCOUNT,DISC,-26.92,1
1731793298,S11/20241116/00007,5,TAX,TAX,123.96,1
1731793298,S11/20241116/00007,6,TENDER,TENDER,1239.72,1
1731781325,S11/20241116/00008,1,SALE,P100609,75.79,2
1731781325,S11/20241116/00008,2,SALE,P107400,273.33,2
1731781325,S11/20241116/00008,3,SALE,P100131,667.83,2
1731781325,S11/20241116/00008,4,SALE,P101037,613.83,2
1731781325,S11/20241116/00008,5,SALE,P103712,481.86,1
1731781325,S11/20241116/00008,6,SALE,P101648,334.22,2
1731781325,S11/20241116/00008,7,SALE,P101911,1431.80,4
1731781325,S11/20241116/00008,8,SALE,P104032,603.87,2
1731781325,S11/20241116/00008,9,TAX,TAX,806.48,1
1731781325,S11/20241116/00008,10,TENDER,TENDER,12153.28,1
1731770227,S11/20241116/00009,1,SALE,P102272,389.34,4
1731770227,S11/20241116/00009,2,SALE,P103171,68.42,1
1731770227,S11/20241116/00009,3,TAX,TAX,190.30,1
1731770227,S11/20241116/00009,4,TENDER,TENDER,1816.08,1
1731764827,S11/20241116/00010,1,SALE,P104784,370.89,3
1731764827,S11/20241116/00010,2,SALE,P103202,295.26,2
1731764827,S11/20241116/00010,3,SALE,P100850,172.84,1
1731764827,S11/20241116/00010,4,SALE,P100899,131.46,3
1731764827,S11/20241116/00010,5,SALE,P100632,331.55,1
1731764827,S11/20241116/00010,6,SALE,P103348,485.60,4
1731764827,S11/20241116/00010,7,SALE,P105944,985.47,1
1731764827,S11/20241116/00010,8,SALE,P105656,516.52,1
1731764827,S11/20241116/00010,9,SALE,P105643,1294.23,1
1731764827,S11/20241116/00010,10,TAX,TAX,500.18,1
1731764827,S11/20241116/00010,11,TENDER,TENDER,7840.76,1
1731775339,S11/20241116/00011,1,SALE,P103389,239.67,2
1731775339,S11/20241116/00011,2,SALE,P103309,59.95,1
1731775339,S11/20241116/00011,3,TAX,TAX,89.28,1
1731775339,S11/20241116/00011,4,TENDER,TENDER,628.57,1
1731765087,S11/20241116/00012,1,SALE,P107266,71.89,2
1731765087,S11/20241116/00012,2,SALE,P103986,495.05,1
1731765087,S11/20241116/00012,3,SALE,P100703,171.10,1
1731765087,S11/20241116/00012,4,SALE,P102091,87.97,3
1731765087,S11/20241116/00012,5,TAX,TAX,116.83,1
1731765087,S11/20241116/00012,6,TENDER,TENDER,1190.67,1
1731792846,S11/20241116/00013,1,SALE,P108361,73.59,2
