bill_no;line_no;item_code;quantity;rate;type;txn_time
S08/20240513/00001;1;P105562;3;131.88;SALE;13-05-2024 23:39:14
S08/20240513/00001;2;P102656;1;176.92;SALE;13-05-2024 23:39:14
S08/20240513/00001;3;P108067;2;621.95;SALE;13-05-2024 23:39:14
S08/20240513/00001;4;TAX;1;56.32;TAX;13-05-2024 23:39:14
S08/20240513/00001;5;TENDER;1;1872.78;TENDER;13-05-2024 23:39:14
S08/20240513/00002;1;P100086;4;88.95;SALE;13-05-2024 17:58:20
S08/20240513/00002;2;P107753;3;67.96;SALE;13-05-2024 17:58:20
S08/20240513/00002;3;P106464;3;271.59;SALE;13-05-2024 17:58:20
S08/20240513/00002;4;P100367;2;537.90;SALE;13-05-2024 17:58:20
S08/20240513/00002;5;P103816;3;209.63;SALE;13-05-2024 17:58:20
S08/20240513/00002;6;TAX;1;422.41;TAX;13-05-2024 17:58:20
S08/20240513/00002;7;TENDER;1;3501.55;TENDER;13-05-2024 17:58:20
S08/20240513/00003;1;P104558;3;429.56;SALE;13-05-2024 08:42:10
S08/20240513/00003;2;P105707;3;130.64;SALE;13-05-2024 08:42:10
S08/20240513/00003;3;P104554;2;437.01;SALE;13-05-2024 08:42:10
S08/20240513/00003;4;P107330;2;115.95;SALE;13-05-2024 08:42:10
S08/20240513/00003;5;P104645;2;1052.62;SALE;13-05-2024 08:42:10
S08/20240513/00003;6;TAX;1;348.30;TAX;13-05-2024 08:42:10
S08/20240513/00003;7;TENDER;1;5240.06;TENDER;13-05-2024 08:42:10
S08/20240513/00004;1;P108026;1;89.33;SALE;13-05-2024 17:52:05
S08/20240513/00004;2;P101095;3;205.38;SALE;13-05-2024 17:52:05
S08/20240513/00004;3;P102060;3;165.83;SALE;13-05-2024 17:52:05
S08/20240513/00004;4;P101052;2;198.99;SALE;13-05-2024 17:52:05
S08/20240513/00004;5;P103908;1;104.62;SALE;13-05-2024 17:52:05
S08/20240513/00004;6;TAX;1;100.27;TAX;13-05-2024 17:52:05
S08/20240513/00004;7;TENDER;1;1805.83;TENDER;13-05-2024 17:52:05
S08/20240513/00005;1;P107676;4;186.95;SALE;13-05-2024 17:13:57
